"id";"name";"city_name";"geometry_name";"office";"phone";"email";"website";"lon";"lat";"category";"subcategory"
"140";"DNS TechnoPoint, дисконт-центр";"Уссурийск";"Некрасова, 254 ст3";;"88007004666";NULL;"http://www.technopoint.ru";"131.944849";"43.834068";"Автосервис / Автотовары";"Автоаксессуары"
"141";"Carbon, магазин автотоваров";"Уссурийск";"Волочаевская, 77";;"+74234372720";NULL;"http://magazin-carbon.ru";"131.959915";"43.802647";"Автосервис / Автотовары";"Автоаксессуары"
"142";"Маленькая Япония, автомагазин";"Уссурийск";"Пионерская, 92 ст3";"1 этаж";"+74234339526";NULL;NULL;"131.953239";"43.810881";"Автосервис / Автотовары";"Автоаксессуары"
"143";"Авто-народный, автомагазин";"Уссурийск";"Арсеньева, 23а";;"+74234320923";NULL;"http://autotrust-opt.ru";"131.982633";"43.768219";"Автосервис / Автотовары";"Автоаксессуары"
"144";"Электрон, магазин";"Уссурийск";"Муданьцзянская, 7";;"+79247223254";NULL;"http://prim-market.ru";"131.947516";"43.826759";"Автосервис / Автотовары";"Автоаксессуары"
"145";"Лукост, автомагазин";"Уссурийск";"Агеева, 20 ст4";;"+74234231600";NULL;NULL;"131.945976";"43.787917";"Автосервис / Автотовары";"Автоаксессуары"
"146";"Подзамену.РУ, интернет-магазин";"Уссурийск";"Некрасова, 117а";"13 офис; цокольный этаж";"+74234231599";NULL;"http://podzamenu.ru/zakaz";"131.948291";"43.806113";"Автосервис / Автотовары";"Автоаксессуары"
"147";"АвтоДом, автомагазин";"Уссурийск";"Краснознамённая, 178Б";"7 павильон";"+79510265755";NULL;"http://www.avtodomus.ru";"131.956755";"43.806879";"Автосервис / Автотовары";"Автоаксессуары"
"148";"Хадо, автомагазин";"Уссурийск";"Пушкина, 155а";;"+74234378551";NULL;"http://www.xado.ru";"131.977716";"43.801492";"Автосервис / Автотовары";"Автоаксессуары"
"149";"CARS25, торговая компания";"Уссурийск";"Краснознамённая, 238";"8 офис";"+79644487667";NULL;"http://www.cars25.ru";"131.952014";"43.815952";"Автосервис / Автотовары";"Автоаксессуары"
"150";"Крузак, автомагазин";"Уссурийск";"Краснознамённая, 178Б";"11 павильон; 1 этаж";"+79510011313";NULL;"http://www.cruzak.ru";"131.956755";"43.806879";"Автосервис / Автотовары";"Автоаксессуары"
"151";"Круглосуточный, магазин автотоваров";"Уссурийск";"Краснознамённая, 178Б ст13";;"+79147110145";NULL;NULL;"131.956997";"43.806607";"Автосервис / Автотовары";"Автоаксессуары"
"152";"ПочтаShop, интернет-магазин";"Уссурийск";"Комсомольская, 30";"90 офис; 16 этаж";"+79146808576";NULL;"http://pochtashop.ru";"131.944213";"43.80307";"Автосервис / Автотовары";"Автоаксессуары"
"153";"Альба +, магазин";"Уссурийск";"Краснознамённая, 186";"1 этаж";"+79046292344";NULL;NULL;"131.955338";"43.80889";"Автосервис / Автотовары";"Автоаксессуары"
"154";"Ist, автоцентр";"Уссурийск";"Краснознамённая, 186";"1 этаж";"+74234211140";NULL;NULL;"131.955338";"43.80889";"Автосервис / Автотовары";"Автоаксессуары"
"155";"Nanoshoping, интернет-магазин";"Уссурийск";"Комсомольская, 30";"90 офис; 16 этаж";"+79147075275";NULL;"http://nanoshoping.ru";"131.944213";"43.80307";"Автосервис / Автотовары";"Автоаксессуары"
"156";"Автомагазин, ИП Еловский А.О.";"Уссурийск";"Пионерская, 92 ст7";"1 этаж";"+74234242644";NULL;NULL;"131.952486";"43.811675";"Автосервис / Автотовары";"Автоаксессуары"
"157";"12 Вольт, автомагазин";"Уссурийск";"Краснознамённая, 178Б ст13";"1 этаж";"+79025590476";NULL;NULL;"131.956997";"43.806607";"Автосервис / Автотовары";"Автоаксессуары"
"158";"Форсаж, автомагазин";"Уссурийск";"Краснознамённая, 224Б";"1 этаж";"+74234340499";NULL;NULL;"131.952934";"43.814507";"Автосервис / Автотовары";"Автоаксессуары"
"159";"Грузовик, автомагазин для Volvo, Mb, Man";"Уссурийск";"Кирова, 44Б";;"+79147127680";NULL;NULL;"131.949858";"43.819756";"Автосервис / Автотовары";"Автоаксессуары"
"160";"Автолюкс, автомагазин";"Уссурийск";"Краснознамённая, 178Б";"1 этаж";NULL;NULL;NULL;"131.956755";"43.806879";"Автосервис / Автотовары";"Автоаксессуары"
"161";"Автоэксперт, торговая компания";"Уссурийск";"Краснознамённая, 178Б";"1 этаж";NULL;NULL;NULL;"131.956755";"43.806879";"Автосервис / Автотовары";"Автоаксессуары"
"162";"Техномир, магазин";"Уссурийск";"Муданьцзянская, 7";;NULL;NULL;NULL;"131.947516";"43.826759";"Автосервис / Автотовары";"Автоаксессуары"
"163";"Автомир, магазин";"Уссурийск";"Муданьцзянская, 5 ст7";;NULL;NULL;NULL;"131.947627";"43.827132";"Автосервис / Автотовары";"Автоаксессуары"
"164";"Колесо удачи, автомагазин";"Новоникольск";"Советская, 109";;"+74234394974";NULL;NULL;"131.860007";"43.853658";"Автосервис / Автотовары";"Автоаксессуары"
"165";"Авто-спектр, магазин";"Уссурийск";"Некрасова, 4";"1 этаж";"+74234370185";NULL;NULL;"131.952008";"43.786694";"Автосервис / Автотовары";"Автозапчасти для иномарок"
"166";"КорМотор, автомагазин";"Уссурийск";"Краснознамённая, 178Б";;"+74234231838";NULL;NULL;"131.956755";"43.806879";"Автосервис / Автотовары";"Автозапчасти для иномарок"
"167";"Autofox, компания по продаже автозапчастей";"Уссурийск";"Землемерная, 7";;"+74234355522";NULL;"http://Autofox.jp";"131.980238";"43.792955";"Автосервис / Автотовары";"Автозапчасти для иномарок"
"168";"Импорт-Прим, ООО, компания";"Уссурийск";"Сельскохозяйственная, 23 ст3";;"+74234372818";NULL;"http://www.iprim25.ru";"131.914815";"43.799985";"Автосервис / Автотовары";"Автозапчасти для иномарок"
"169";"Токио, автомагазин";"Уссурийск";"Некрасова, 3";"1 этаж";"+74234324743";NULL;NULL;"131.951448";"43.786921";"Автосервис / Автотовары";"Автозапчасти для иномарок"
